O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Bismita Gogoi,Indian National Congress,38284,238,38522,33.14
2,Mrinal Saikia,Bharatiya Janata Party,65270,385,65655,56.49
3,Susenfa Gogoi,Asom Songrami Mancha(Asom),1083,7,1090,0.94
4,Paban Saikia,Assam Jatiya Parishad,7348,20,7368,6.34
5,Dipak Guwala,Independent,668,4,672,0.58
6,Priyam Konwar,Independent,1526,1,1527,1.31
7,NOTA,None of the Above,1398,1,1399,1.2
