O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PALLABI GOGOI,Indian National Congress,45752,453,46205,44.48
2,RENUPOMA RAJKHOWA,Asom Gana Parishad,47121,434,47555,45.78
3,RUBI NEOG,Lok Jan Shakti Party,1057,52,1109,1.07
4,KABINDRA CHETIA PHUKAN,Independent,5923,33,5956,5.73
5,SIMANTA KUMAR DUTTA,Independent,1110,10,1120,1.08
6,NOTA,None of the Above,1904,23,1927,1.86
