O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AJIT SINGH,Indian National Congress,58674,386,59060,45.28
2,MIHIR KANTI SHOME,Bharatiya Janata Party,61175,570,61745,47.34
3,Aynul Hoque Laskar,Assam Jatiya Parishad,802,9,811,0.62
4,Debojyoti Bhattacharjee,Independent,276,5,281,0.22
5,Rahul Roy,Independent,5763,33,5796,4.44
6,Subrata Mazumder,Independent,540,4,544,0.42
7,Suman Das,Independent,705,5,710,0.54
8,NOTA,None of the Above,1483,11,1494,1.15
