O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AMINUL ISLAM,National People's Party,1963,4,1967,0.95
2,ZABED ISLAM,Asom Gana Parishad,68484,549,69033,33.3
3,MD. AMINUL ISLAM,All India United Democratic Front,125130,743,125873,60.72
4,SAYED HASSAN IMAN,Janata Dal (United),917,2,919,0.44
5,SHAHIDUR ALAM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),738,1,739,0.36
6,ZAMER ALI,Independent,4196,4,4200,2.03
7,MONOWAR HUSSAIN,Independent,2631,6,2637,1.27
8,RUKUNUR ZAMAN,Independent,1003,2,1005,0.48
9,NOTA,None of the Above,920,1,921,0.44
