O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHANDAN BRAHMA,Bodoland Peoples Front,65413,354,65767,38.27
2,JOYANTA BASUMATARY,"United People’s Party, Liberal",96550,537,97087,56.5
3,RANJAY KUMAR BRAHMA,Janata Dal (United),1536,20,1556,0.91
4,JISOYA CHAMPRAMARY,Independent,3070,14,3084,1.79
5,SMRITI BASUMATARY,Independent,1828,22,1850,1.08
6,NOTA,None of the Above,2469,16,2485,1.45
