O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PIJUSH HAZARIKA,Bharatiya Janata Party,106307,336,106643,53.54
2,SWAPAN KUMAR MANDAL,Indian National Congress,77055,184,77239,38.78
3,BUBUL DAS,Assam Jatiya Parishad,12768,47,12815,6.43
4,SUKANTA MAZUMDAR,Bharatiya Gana Parishad,900,3,903,0.45
5,NOTA,None of the Above,1593,2,1595,0.8
