O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Aftab Uddin Mollah,Indian National Congress,75826,200,76026,50.75
2,Osman Goni,Bharatiya Janata Party,14015,38,14053,9.38
3,Khurshid Mirza Ashikur Rahman,All India Trinamool Congress,1842,5,1847,1.23
4,DR. Reza M A Amin,All India United Democratic Front,53950,96,54046,36.08
5,Osman Goni Mollah,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),564,2,566,0.38
6,Roshidul Hoque,Assam Jatiya Parishad,913,2,915,0.61
7,Akheruzzaman Mollah,Independent,754,0,754,0.5
8,Mujaharul Islam,Independent,626,0,626,0.42
9,NOTA,None of the Above,968,2,970,0.65
