O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ABHIJIT HAZARIKA,Indian National Congress,47609,218,47827,36.26
2,KRISHNA KAMAL TANTI,Bharatiya Janata Party,69765,407,70172,53.2
3,AJAY TANTI,Assam Jatiya Parishad,2941,35,2976,2.26
4,ABDUL JALIL,Janata Dal (United),558,5,563,0.43
5,JITENDRA KUMAR SHARMA,Voters Party International,1048,3,1051,0.8
6,BIJOY TIRKEY,Independent,935,5,940,0.71
7,MATHEW TOPNO,Independent,6105,2,6107,4.63
8,NOTA,None of the Above,2268,5,2273,1.72
