O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAJIB LOCHAN PEGU,Indian National Congress,28047,197,28244,26.7
2,SARBANANDA SONOWAL,Bharatiya Janata Party,70618,818,71436,67.53
3,BHAITY RICHONG,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1074,6,1080,1.02
4,SISHUDHAR DOLEY,Assam Jatiya Parishad,3201,45,3246,3.07
5,PURNA PEGU,Independent,694,7,701,0.66
6,NOTA,None of the Above,1070,5,1075,1.02
