O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,NANDITA GORLOSA,Bharatiya Janata Party,67119,678,67797,56.73
2,NIRMAL LANGTHASA,Indian National Congress,48659,540,49199,41.16
3,KHANDAN DAULAGUPU,Bhartiya Tribal Party,819,7,826,0.69
4,LONGKI ENGHI,Janata Dal (United),718,5,723,0.6
5,NOTA,None of the Above,963,10,973,0.81
