O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BISWAJIT PHUKAN,Bharatiya Janata Party,106425,665,107090,51.49
2,ROSELINA TIRKEY,Indian National Congress,67351,380,67731,32.57
3,RAJU PHUKAN,Assam Jatiya Parishad,27446,210,27656,13.3
4,GOPAL GOGOI,Independent,2528,36,2564,1.23
5,NOTA,None of the Above,2943,2,2945,1.42
