O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Debabrata Saha,Indian National Congress,91789,219,92008,41.43
2,Ramkrishna Ghosh,Bharatiya Janata Party,125259,531,125790,56.64
3,Raj Kumar Gupta,Lok Raksha Party,1131,6,1137,0.51
4,Dulal Sutradhar,Independent,724,3,727,0.33
5,Najmul Hussain Laskar,Independent,708,2,710,0.32
6,NOTA,None of the Above,1720,4,1724,0.78
