O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,PRABEEN BARO,Bodoland Peoples Front,38540,73,38613,28.96
2,BHUPEN BARO,"United People’s Party, Liberal",62270,115,62385,46.78
3,SAROJANI BASUMATARY,Voters Party International,1795,3,1798,1.35
4,NABA KUMAR SARANIA,Independent,25851,39,25890,19.42
5,PRADIP KUMAR BARO,Independent,2568,1,2569,1.93
6,NOTA,None of the Above,2090,2,2092,1.57
