O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHAMPAK KALITA,All India United Democratic Front,1104,2,1106,0.64
2,DIGANTA BARMAN,Indian National Congress,85697,129,85826,49.46
3,NARAYAN DEKA,Bharatiya Janata Party,81580,192,81772,47.13
4,PULAKESH BARUAH,Assam Jatiya Parishad,2572,10,2582,1.49
5,SANTANU KALITA,Janata Dal (United),802,3,805,0.46
6,BHUPEN TALUKDAR,Independent,487,0,487,0.28
7,NOTA,None of the Above,941,0,941,0.54
