O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KUSHAL DOWARI,Bharatiya Janata Party,45613,407,46020,47.49
2,SUSHANTA BORGOHAIN,Indian National Congress,47643,383,48026,49.56
3,DIPEN TANTI,Assam Jatiya Parishad,1662,43,1705,1.76
4,NOTA,None of the Above,1140,6,1146,1.18
