O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANJAN BORAH,Indian National Congress,61687,304,61991,44.23
2,PROMOD BORTHAKUR,Bharatiya Janata Party,70842,359,71201,50.8
3,DULDUL BORKATAKI,Assam Jatiya Parishad,3004,29,3033,2.16
4,DWIP BORTHAKUR,Independent,980,3,983,0.7
5,MILICHARAN BASUMATARY,Independent,1169,2,1171,0.84
6,NOTA,None of the Above,1766,8,1774,1.27
