O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DAVID RENGMA,National People's Party,1466,6,1472,1.24
2,NUMAL MOMIN,Bharatiya Janata Party,60404,322,60726,51.05
3,RATON ENGTI,Indian National Congress,42655,186,42841,36.02
4,AMLONG INGTI,Communist Party of India (Marxist-Leninist) (Liberation),1568,4,1572,1.32
5,RAJENDRA RONGPI,Autonomous State Demand Committee,3388,22,3410,2.87
6,SANJAY KEMPRAI,Bhartiya Tribal Party,710,0,710,0.6
7,SEMSON TERON,Independent,6602,28,6630,5.57
8,NOTA,None of the Above,1576,8,1584,1.33
