O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Chomang Teron,National People's Party,1108,10,1118,1.08
2,Darsing Ronghang,Bharatiya Janata Party,57369,558,57927,55.74
3,Sanjeeb Teron,Indian National Congress,26014,230,26244,25.25
4,Chandra Kanta Terang,Autonomous State Demand Committee,5059,39,5098,4.91
5,Pradip Tokbi,Janata Dal (United),638,1,639,0.61
6,Rabi Kumar Phangcho,Communist Party of India (Marxist-Leninist) (Liberation),1819,14,1833,1.76
7,Rakesh Ronghang,Independent,715,3,718,0.69
8,Suren Kramsa,Independent,8958,32,8990,8.65
9,NOTA,None of the Above,1349,6,1355,1.3
