O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JITU GOSWAMI,Bharatiya Janata Party,69799,312,70111,48.7
2,SURESH BORAH,Indian National Congress,69111,249,69360,48.18
3,DIPIKA SAIKIA KEOT,Assam Jatiya Parishad,1901,21,1922,1.34
4,PARBIN CHOUDHURY,Asom Jana Morcha,332,1,333,0.23
5,SONARAM BORA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),520,3,523,0.36
6,SAMSHEDDIN AHMED,Independent,416,1,417,0.29
7,NOTA,None of the Above,1285,6,1291,0.9
