O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BOLIN CHETIA,Bharatiya Janata Party,64147,708,64855,45.49
2,LAKHIN CHANDRA CHETIA,Indian National Congress,42217,554,42771,30.0
3,JAGADISH BHUYAN,Assam Jatiya Parishad,29532,317,29849,20.94
4,TIKENDRA THAPA,Voters Party International,1086,18,1104,0.77
5,RIJUMONI GOGOI,Independent,1041,14,1055,0.74
6,LALIT DEORI,Independent,1013,10,1023,0.72
7,NOTA,None of the Above,1905,13,1918,1.35
