O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GOPI NATH DAS,All India Trinamool Congress,12542,29,12571,6.13
2,JYOTI PRASAD DAS,Asom Gana Parishad,67985,162,68147,33.23
3,NANDITA DAS,Indian National Congress,120504,109,120613,58.82
4,NOTA,None of the Above,3723,12,3735,1.82
