O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BANI HAZARIKA,Indian National Congress,51171,375,51546,38.73
2,BHABENDRA NATH BHARALI,Asom Gana Parishad,63612,431,64043,48.12
3,ANANDA CHANDRA DAS,Assam Jatiya Parishad,7477,108,7585,5.7
4,PROBIN DAS,Independent,7452,35,7487,5.63
5,NOTA,None of the Above,2421,20,2441,1.83
