O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Kishor Kumar Bhattacharyya,Indian National Congress,62582,387,62969,41.89
2,Diganta Kalita,Bharatiya Janata Party,80344,739,81083,53.93
3,Sisir Kumar Kakati,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1164,7,1171,0.78
4,Jitul Deka,Independent,3491,17,3508,2.33
5,NOTA,None of the Above,1597,8,1605,1.07
