O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,BIJOY MALAKAR,Bharatiya Janata Party,83750,961,84711,61.92
2,SAMBHU SING MALLAH,Indian National Congress,48197,293,48490,35.44
3,SANCHITA SUKLA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),705,3,708,0.52
4,DIPENDRA DAS,Independent,196,0,196,0.14
5,BIKASH LAL DHUBI,Independent,295,3,298,0.22
6,BISHNU DHARI MALAH,Independent,232,0,232,0.17
7,BEBUL DAS,Independent,348,0,348,0.25
8,SUJIT ROY,Independent,625,3,628,0.46
9,NOTA,None of the Above,1147,53,1200,0.88
