O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,JATIN MALI,Indian National Congress,27260,60,27320,20.72
2,HEMANGA THAKURIA,Bharatiya Janata Party,68196,115,68311,51.81
3,PANKAJ LOCHAN GOSWAMI,Assam Jatiya Parishad,28595,46,28641,21.72
4,ANIL BORO,Independent,2297,9,2306,1.75
5,JURI MALI,Independent,1724,6,1730,1.31
6,MUKUT KALITA,Independent,1014,3,1017,0.77
7,MUNMI DUTTA,Independent,1091,3,1094,0.83
8,NOTA,None of the Above,1425,2,1427,1.08
