O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AJOY PHUKAN,Indian National Congress,34673,151,34824,26.92
2,PONAKAN BARUAH,Asom Gana Parishad,53205,349,53554,41.4
3,ANANTA HAZARIKA,Lok Jan Shakti Party,2437,26,2463,1.9
4,PRAKASH TANTI,Rashtriya Lok Samta Party,2732,29,2761,2.13
5,PRIYANKA NEOG,Independent,16641,59,16700,12.91
6,BHABEN BARUAH,Independent,11736,57,11793,9.12
7,LAWRANCE NAG,Independent,3915,11,3926,3.04
8,NOTA,None of the Above,3325,7,3332,2.58
