O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SHIBANATH CHETIA,Indian National Congress,32063,178,32241,30.08
2,SUREN PHUKAN,Bharatiya Janata Party,58692,525,59217,55.24
3,PAHLAD NAYAK,Assam Jatiya Parishad,12957,44,13001,12.13
4,NOTA,None of the Above,2724,9,2733,2.55
