O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,CHAKRADHAR GOGOI,Bharatiya Janata Party,54970,634,55604,49.68
2,PRANJAL GHATOWAR,Indian National Congress,33051,212,33263,29.72
3,SANJIB CHANGMAI,Assam Jatiya Parishad,9359,140,9499,8.49
4,ELIASH SICHAN,Independent,507,11,518,0.46
5,MOHINI MOHAN LIGIRA,Independent,8763,71,8834,7.89
6,RAPHAEL KUJUR,Independent,2276,17,2293,2.05
7,NOTA,None of the Above,1895,15,1910,1.71
