O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ILIAS ALI,Indian National Congress,62549,410,62959,29.37
2,MAZIBUR RAHMAN,All India United Democratic Front,117914,428,118342,55.2
3,HABIBAR RAHMAN,Asom Gana Parishad,28223,121,28344,13.22
4,SAIFUL HOQUE,Voters Party International,1795,16,1811,0.84
5,ARAB ALI,Independent,1219,8,1227,0.57
6,NOTA,None of the Above,1676,13,1689,0.79
