O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ANUJ KUMAR MECH,Indian National Congress,60982,349,61331,40.93
2,PRITHIRAJ RAVA,Asom Gana Parishad,70835,619,71454,47.69
3,JANMONI BORAH,Assam Jatiya Parishad,8560,126,8686,5.8
4,NAYANMONI CHOUDHURY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),908,8,916,0.61
5,ALOK NATH,Independent,3973,64,4037,2.69
6,AKASH JYOTI SINGHA,Independent,580,10,590,0.39
7,SHEIKH MOHAMMAD SADIQUE,Independent,765,4,769,0.51
8,NOTA,None of the Above,2007,43,2050,1.37
