O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RANA GOSWAMI,Indian National Congress,61181,652,61833,44.2
2,HITENDRA NATH GOSWAMI,Bharatiya Janata Party,67500,821,68321,48.84
3,NIROD CHANGKAKOTI,Assam Jatiya Parishad,6843,82,6925,4.95
4,RANJIT BARUAH,Independent,1087,13,1100,0.79
5,NOTA,None of the Above,1701,16,1717,1.23
