O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Shamsudeen.N,Bahujan Samaj Party,523,3,526,0.3
2,Rajakumar.S,Indian National Congress,72376,1266,73642,42.17
3,Anbarasan Komal R K,Amma Makkal Munnettra Kazagam,7205,77,7282,4.17
4,Kasiraman.K,Naam Tamilar Katchi,13123,63,13186,7.55
5,Palanisamy.A,Pattali Makkal Katchi,70310,590,70900,40.6
6,Ravichandran.N,Makkal Needhi Maiam,5850,83,5933,3.4
7,Rajkumar.S,Tamil Nadu Ilangyar Katchi,645,6,651,0.37
8,Ganesan.S,Independent,185,0,185,0.11
9,Loga.Sampath,Independent,152,3,155,0.09
10,Thimothy.T,Independent,135,3,138,0.08
11,Niranjan.R,Independent,242,1,243,0.14
12,Babusankar.R,Independent,167,1,168,0.1
13,Manimaran.T,Independent,206,2,208,0.12
14,Rajendran.M,Independent,356,0,356,0.2
15,NOTA,None of the Above,1054,13,1067,0.61
