O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A.P.Nandakumar,Dravida Munnetra Kazhagam,94084,1075,95159,48.11
2,D.Velazhagan,All India Anna Dravida Munnetra Kazhagam,88031,768,88799,44.89
3,V.D.Sathish Kumar,Amma Makkal Munnettra Kazagam,1125,15,1140,0.58
4,A.Sumithra,Naam Tamilar Katchi,7974,151,8125,4.11
5,K.Rajasekar,Indiya Jananayaka Katchi,323,5,328,0.17
6,M.Arun,Independent,42,2,44,0.02
7,R Karunamoorthy,Independent,61,1,62,0.03
8,N.Kirubakaran,Independent,104,5,109,0.06
9,M.Senthil Kumar,Independent,1335,22,1357,0.69
10,K.Naveenkumar,Independent,93,1,94,0.05
11,T.Mathan Kumar,Independent,149,1,150,0.08
12,M RajBabu,Independent,179,0,179,0.09
13,P Venkatesan,Independent,468,0,468,0.24
14,NOTA,None of the Above,1768,23,1791,0.91
