O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SARAVANAN. S.S,All India Anna Dravida Munnetra Kazhagam,56005,292,56297,38.08
2,BOOMINATHAN.M,Dravida Munnetra Kazhagam,62284,528,62812,42.49
3,ABBAS.M,Naam Tamilar Katchi,10430,53,10483,7.09
4,ESWARAN.G,Makkal Needhi Maiam,12773,48,12821,8.67
5,SADAM HUSSAIN.K,My India Party,104,0,104,0.07
6,BHARATHI KANNAMMA. S,New Generation People’s Party,140,0,140,0.09
7,RAAJALINGAM.SHA,Amma Makkal Munnettra Kazagam,2662,10,2672,1.81
8,UMESH.K.R,Independent,81,0,81,0.05
9,SARAVANAN.R,Independent,254,3,257,0.17
10,RAVICHANDRAN.V.C,Independent,116,0,116,0.08
11,RAJKUMAR(a)MANIKANDAN.K,Independent,162,0,162,0.11
12,VENGADACHALAPATHY.T.S,Independent,158,1,159,0.11
13,JEYA.K,Independent,175,3,178,0.12
14,NOTA,None of the Above,1532,19,1551,1.05
