O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,RAMASAMY P,Bahujan Samaj Party,254,7,261,0.13
2,SARAVANAN A,National People's Party,130,2,132,0.06
3,SELVI K,Desiya Murpokku Dravida Kazhagam,960,12,972,0.47
4,BASKAR K.P.P.,All India Anna Dravida Munnetra Kazhagam,77043,1590,78633,38.03
5,RAMALINGAM P,Dravida Munnetra Kazhagam,103480,3014,106494,51.51
6,ADHAM FAROOK S,Makkal Needhi Maiam,5530,59,5589,2.7
7,RAMESH T,Ahimsa Socialist Party,307,6,313,0.15
8,KANAKARAJ K,Ganasangam Party of India,169,6,175,0.08
9,SARAVANAN S,Naadaalum Makkal Katchi,57,1,58,0.03
10,SIVAKUMAR D,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,76,2,78,0.04
11,SELVAKUMAR E,Manitha Urimaigal Kalaagam,144,5,149,0.07
12,TAMIZHVANAN K,Tamilaga Makkal Thannurimai Katchi,428,5,433,0.21
13,THIYAGARAJAN R,Samaniya Makkal Nala Katchi,189,4,193,0.09
14,BASKAR B,Naam Tamilar Katchi,10008,114,10122,4.9
15,MADHESWARAN A.S,My India Party,113,1,114,0.06
16,ARUL SELVAN,Independent,287,4,291,0.14
17,ANBUMANI,Independent,220,3,223,0.11
18,KUPPUSAMY M,Independent,43,2,45,0.02
19,SURESH KUMAR L,Independent,104,3,107,0.05
20,SELVAKUMAR R,Independent,197,1,198,0.1
21,CHO V,Independent,252,1,253,0.12
22,DEEPAN CHAKKRAVARTHI S,Independent,247,2,249,0.12
23,MUTHUSAMY S,Independent,84,3,87,0.04
24,RAMALINGAM K,Independent,114,4,118,0.06
25,JAWAHAR,Independent,85,1,86,0.04
26,JAYARAMACHANDRAN P,Independent,100,1,101,0.05
27,NOTA,None of the Above,1266,19,1285,0.62
