O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"KULANDAIVEL, P. R.",Desiya Murpokku Dravida Kazhagam,857,1,858,0.45
2,KKC BALU,Dravida Munnetra Kazhagam,69569,1049,70618,37.2
3,"THAMBI, M.",Bahujan Samaj Party,1612,8,1620,0.85
4,"JAYAKUMAR, S.",All India Anna Dravida Munnetra Kazhagam,84532,593,85125,44.84
5,"DHAKSHINAMURTHI, K. S.",Desiya Makkal Sakthi Katchi,617,1,618,0.33
6,"NANDHAKUMAR, C. K.",Makkal Needhi Maiam,3506,27,3533,1.86
7,"PRABAKARAN, D.",All India Jananayaka Makkal Kazhagam,102,0,102,0.05
8,"RAMESH, M.",Namathu Kongu Munnetra Kalagam,89,1,90,0.05
9,"LOGANATHAN, C.",Naam Tamilar Katchi,10243,51,10294,5.42
10,"VELUSAMY, P.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,107,0,107,0.06
11,"KARTHI, M.",Independent,169,0,169,0.09
12,"KRISHNAN, S.",Independent,79,0,79,0.04
13,"GOPALAKRISHNAN, J.",Independent,182,0,182,0.1
14,SHANKARSAMY,Independent,3328,8,3336,1.76
15,"SATHISHKUMAR, N.",Independent,799,0,799,0.42
16,"SAMPATH KUMAR, K.",Independent,245,0,245,0.13
17,"DEVENDARAMANICKAM, S. R.",Independent,176,4,180,0.09
18,THOPPU VENKATACHALAM (A) N.D .VENKATACHALAM,Independent,9815,80,9895,5.21
19,"BALASUBRAMANI, V. M.",Independent,128,0,128,0.07
20,"BALAMURUGAN, M.",Independent,129,0,129,0.07
21,"MYILSAMY, M.",Independent,85,1,86,0.05
22,"VENKATACHALAM, K.",Independent,59,1,60,0.03
23,"VENKADACHALAM, P. R.",Independent,219,2,221,0.12
24,"JEEVA, N.",Independent,74,0,74,0.04
25,"JOTHIMURUGAN, P.",Independent,106,0,106,0.06
26,NOTA,None of the Above,1179,10,1189,0.63
