O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,D.Subamangalam,Desiya Murpokku Dravida Kazhagam,1081,13,1094,0.76
2,A.Palanivel,Bahujan Samaj Party,221,1,222,0.15
3,J.C.D.Prabhakar,All India Anna Dravida Munnetra Kazhagam,38601,289,38890,26.99
4,A . Vetriazhagan,Dravida Munnetra Kazhagam,75347,780,76127,52.83
5,L.Govindaraj,Nam India Naam Indiyar Katchi,188,1,189,0.13
6,S. Raju Bharathi,Desiya Makkal Sakthi Katchi,88,0,88,0.06
7,Jagadesh Jayakumar,Valamaana Tamizhagam Katchi,261,0,261,0.18
8,R.Sridar,Naam Tamilar Katchi,10846,68,10914,7.57
9,Sriharan,Makkal Needhi Maiam,13282,82,13364,9.27
10,C.A.Ashok Kumar,Independent,39,1,40,0.03
11,A . Ajith Kumar,Independent,80,0,80,0.06
12,G.Iyanar,Independent,34,2,36,0.02
13,S.Kandasamy,Independent,68,6,74,0.05
14,M.Gunasekaran,Independent,206,0,206,0.14
15,A.S.Kumar,Independent,42,0,42,0.03
16,S.Chandrika,Independent,193,1,194,0.13
17,Syed Rayhan,Independent,409,0,409,0.28
18,G. Devapriyan,Independent,27,0,27,0.02
19,S.Baskar,Independent,171,0,171,0.12
20,M.Murali Vinodh,Independent,98,0,98,0.07
21,C.Mohan,Independent,54,0,54,0.04
22,C.Raghul,Independent,24,1,25,0.02
23,M .Jalal,Independent,43,0,43,0.03
24,NOTA,None of the Above,1430,14,1444,1.0
