O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,MARUDHU ALAGURAJ,All India Anna Dravida Munnetra Kazhagam,65915,393,66308,31.46
2,KR.PERIYAKARUPPAN,Dravida Munnetra Kazhagam,102261,1421,103682,49.19
3,A.AMALAN SAVARIMUTHU,Indiya Jananayaka Katchi,856,6,862,0.41
4,K.K.UMADHEVAN,Amma Makkal Munnettra Kazagam,7396,52,7448,3.53
5,KOTTAIKUMAR,Naam Tamilar Katchi,14518,53,14571,6.91
6,M.SARASWATHI,Puthiya Tamilagam,240,1,241,0.11
7,S.MURUGAN,Anaithu Makkal Puratchi Katchi,95,1,96,0.05
8,K.VEERAPANDIAN,My India Party,143,1,144,0.07
9,G.ABDUL KISHORE BABU,Independent,84,1,85,0.04
10,ANANDHAN K,Independent,62,0,62,0.03
11,C.KANNAN,Independent,67,1,68,0.03
12,A.KARTHIKA,Independent,80,0,80,0.04
13,P.SELVARAJ,Independent,221,0,221,0.1
14,C.PARAMASIVAM,Independent,13186,16,13202,6.26
15,PALANIAPPAN,Independent,333,0,333,0.16
16,A.PARTHASARATHY,Independent,465,0,465,0.22
17,PERIYASAMY,Independent,604,1,605,0.29
18,A.MALLIKA,Independent,444,0,444,0.21
19,M.MOHAMED RABEEK,Independent,122,0,122,0.06
20,MUTHULAKSHMI,Independent,65,0,65,0.03
21,RM.MURUGESAN,Independent,69,0,69,0.03
22,K.S.K.RAJESH,Independent,352,0,352,0.17
23,P.RAJESWARI,Independent,152,0,152,0.07
24,RENUKA,Independent,56,0,56,0.03
25,J.VEERAYI,Independent,65,0,65,0.03
26,P.JEYACHANDRAN,Independent,115,0,115,0.05
27,NOTA,None of the Above,845,8,853,0.4
