O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,P.Murugan,Dravida Munnetra Kazhagam,90593,457,91050,44.38
2,S.M.Murugesan,Desiya Murpokku Dravida Kazhagam,3592,9,3601,1.76
3,K.P.Munusamy,All India Anna Dravida Munnetra Kazhagam,93855,249,94104,45.87
4,M.Sakthivel,Naam Tamilar Katchi,8287,23,8310,4.05
5,S.Thangapandiyan,Tamil Nadu Ilangyar Katchi,416,3,419,0.2
6,M.Mariyappan,Puthiya Tamilagam,225,1,226,0.11
7,Valli,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,124,7,131,0.06
8,P.Jayapal,Makkal Needhi Maiam,667,5,672,0.33
9,Abdul Azeez Amanullah,Independent,3015,7,3022,1.47
10,Usha,Independent,146,8,154,0.08
11,Krishnamoorthy,Independent,154,1,155,0.08
12,C.Chakkarlappa,Independent,403,2,405,0.2
13,K.P.U.UVARAJ,Independent,285,0,285,0.14
14,Ramaswamy,Independent,565,2,567,0.28
15,Lakshmanan Shanmugam,Independent,376,2,378,0.18
16,NOTA,None of the Above,1661,1,1662,0.81
