O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,M.A.ANDI AMBALAM,Dravida Munnetra Kazhagam,94968,862,95830,42.54
2,P.ANDISAMY,Bahujan Samaj Party,676,2,678,0.3
3,NATHAM.R.VISWANATHAN,All India Anna Dravida Munnetra Kazhagam,107255,507,107762,47.84
4,R.A.SARANRAJ,Indiya Jananayaka Katchi,1019,6,1025,0.46
5,DOCTOR.V.SIVASANKARAN,Naam Tamilar Katchi,14673,89,14762,6.55
6,N.RAJA,Amma Makkal Munnettra Kazagam,1713,8,1721,0.76
7,V.VEMBARASAN,My India Party,164,2,166,0.07
8,A.KARNAN,Independent,335,0,335,0.15
9,C.GURUSAMY,Independent,95,1,96,0.04
10,M.XAVIER JOSEPH KENNEDY,Independent,189,5,194,0.09
11,K.DHANDAPANI,Independent,321,1,322,0.14
12,A.BALASUBRAMANI,Independent,112,0,112,0.05
13,K.MURUGESAN,Independent,224,0,224,0.1
14,S.JEYAKUMAR,Independent,383,0,383,0.17
15,JEYAPAUL R,Independent,190,0,190,0.08
16,NOTA,None of the Above,1438,6,1444,0.64
