O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.K.S.S.R.RAMACHANDRAN,Dravida Munnetra Kazhagam,88928,2112,91040,53.18
2,G.SUBBURAJ,Bahujan Samaj Party,270,2,272,0.16
3,R.RAMESH,Desiya Murpokku Dravida Kazhagam,2505,27,2532,1.48
4,VAIGAICHELVAN,All India Anna Dravida Munnetra Kazhagam,51614,392,52006,30.38
5,UMA,Naam Tamilar Katchi,12271,121,12392,7.24
6,V.UMADEVI,Makkal Needhi Maiam,7550,88,7638,4.46
7,M.KARUPPASAMY,Puthiya Tamilagam,460,18,478,0.28
8,S.DEENATHAYALAN,Anaithu Makkal Puratchi Katchi,58,0,58,0.03
9,S.PANDIYAN,Bahujan Dravida Party,48,0,48,0.03
10,A.P.S.JOHNSON,My India Party,55,2,57,0.03
11,G.RANJITH,Independent,57,0,57,0.03
12,R.S.RAMACHANDRAN,Independent,67,0,67,0.04
13,THANGAPANDIAN,Independent,425,1,426,0.25
14,THANGA VADIVEL.A.N,Independent,61,1,62,0.04
15,DHANASEKARAPANDIAN,Independent,76,0,76,0.04
16,P.PRASANTH,Independent,436,0,436,0.25
17,K. BOOMINATHAN,Independent,630,0,630,0.37
18,V. POORNISHA,Independent,217,2,219,0.13
19,Ponmuniasamy,Independent,118,0,118,0.07
20,S.MANIVANNAN,Independent,190,0,190,0.11
21,M MUTHUMARIAPPAN,Independent,128,0,128,0.07
22,E.RAMACHANDRAN,Independent,72,0,72,0.04
23,G.RAMACHANDRAN,Independent,60,0,60,0.04
24,S.RAMACHANDRAN,Independent,189,0,189,0.11
25,T.RAMACHANDRAN,Independent,39,0,39,0.02
26,R.RAMACHANDRAN,Independent,71,0,71,0.04
27,LINGAPANDI,Independent,419,0,419,0.24
28,VIJAYAKUMAR,Independent,60,0,60,0.04
29,VENKATESAN,Independent,38,0,38,0.02
30,NOTA,None of the Above,1316,7,1323,0.77
