O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SARASWATHI.C,Bharatiya Janata Party,77653,472,78125,42.96
2,SUBBULAKSHMI JEGADEESAN,Dravida Munnetra Kazhagam,76409,1435,77844,42.81
3,BOOPATHI.R,Bahujan Samaj Party,1136,7,1143,0.63
4,THANGARAJ.D,Amma Makkal Munnettra Kazagam,1539,8,1547,0.85
5,PRAKASH.G,Naam Tamilar Katchi,12871,73,12944,7.12
6,MAHESWARAN .A,My India Party,288,7,295,0.16
7,MANI.P,India Dravida Makkal Munnetra Katchi,119,0,119,0.07
8,MANICKAM.R,Ganasangam Party of India,326,1,327,0.18
9,RAMESH.M,Namathu Kongu Munnetra Kalagam,230,5,235,0.13
10,RAJESHKUMAR.M,Makkal Needhi Maiam,4555,19,4574,2.52
11,GOVANAM THANGAVEL.K.S,Independent,300,1,301,0.17
12,SAMI KANDHASAMY,Independent,881,1,882,0.48
13,BHARATHI.L,Independent,273,2,275,0.15
14,MAYILSAMY.P,Independent,335,0,335,0.18
15,VIJAYAKUMAR.M,Independent,562,7,569,0.31
16,NOTA,None of the Above,2332,10,2342,1.29
