O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,T.M.Anbarasan,Dravida Munnetra Kazhagam,110481,0,110481,49.85
2,B.Valarmathi,All India Anna Dravida Munnetra Kazhagam,69434,0,69434,31.33
3,N.Raja,Desiya Makkal Sakthi Katchi,238,0,238,0.11
4,G Kamalakannan,Tamil Nadu Ilangyar Katchi,1047,0,1047,0.47
5,Dr.R.Karthikeyan,Naam Tamilar Katchi,15647,0,15647,7.06
6,Sarathbabu,Makkal Needhi Maiam,19465,0,19465,8.78
7,Subashree,Anaithu Makkal Arasiyal Katchi,187,0,187,0.08
8,Dr.R.Suresh,Bhartiya Manavadhikaar Federal Party,58,0,58,0.03
9,M Mohammed Thameem Ansari,SOCIAL DEMOCRATIC PARTY OF INDIA,1653,0,1653,0.75
10,Rajesh Chinnadurai,National Democratic Party of South India,51,0,51,0.02
11,J.Vincent,Republican Party of India (Athawale),33,0,33,0.01
12,E.Anbarasu,Independent,188,0,188,0.08
13,S.Anbarasu,Independent,77,0,77,0.03
14,M Anbarasu,Independent,102,0,102,0.05
15,M.Ashok Kumar,Independent,69,0,69,0.03
16,Ali Mohamed,Independent,203,0,203,0.09
17,A.Abrahamlincon,Independent,247,0,247,0.11
18,P.Sathiyaraj,Independent,131,0,131,0.06
19,K Saravanan,Independent,38,0,38,0.02
20,C Saravanan,Independent,36,0,36,0.02
21,S.V.Saravanan,Independent,53,0,53,0.02
22,Nithyanandham S,Independent,105,0,105,0.05
23,B Raji,Independent,24,0,24,0.01
24,M.Valarmathi,Independent,214,0,214,0.1
25,S.Sridhar,Independent,146,0,146,0.07
26,NOTA,None of the Above,1720,0,1720,0.78
