O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,ARASUR MANOHARAN.S,Bahujan Samaj Party,492,9,501,0.26
2,SREENIVASAN.C,All India Anna Dravida Munnetra Kazhagam,89685,910,90595,46.43
3,PANDI.N,Communist Party of India (Marxist),70393,2455,72848,37.34
4,AKKAMMAL.S,My India Party,301,4,305,0.16
5,ALAGU PANDIAN.R,Anaithu Makkal Munnetra Kazhagam,232,0,232,0.12
6,RAJENDRAN.R,Makkal Needhi Maiam,8950,113,9063,4.64
7,KARTHIKEYAN.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,92,0,92,0.05
8,SIVAGANAM.A,Anaithu Makkal Puratchi Katchi,51,2,53,0.03
9,MURUGESAN.A,Puthiya Tamilagam,245,9,254,0.13
10,RAMUTHEVAR.P,Amma Makkal Munnettra Kazagam,2379,48,2427,1.24
11,JAYASUNDAR.R,Naam Tamilar Katchi,14703,157,14860,7.62
12,ANBUROSE.D,Independent,190,1,191,0.1
13,SENTHIL ALAGAPPAN.A,Independent,81,1,82,0.04
14,DHANASEKARAN.C,Independent,165,1,166,0.09
15,NAGARAJ.N,Independent,179,1,180,0.09
16,BALASUBRAMANI.K,Independent,561,9,570,0.29
17,BALAJI.R,Independent,104,0,104,0.05
18,BASKARAN CHELLAPPA.J,Independent,344,1,345,0.18
19,RAHAMATHULLA.M,Independent,209,1,210,0.11
20,VIJAYAPANDI.P,Independent,109,5,114,0.06
21,HARI PRAKASH.M,Independent,118,1,119,0.06
22,NOTA,None of the Above,1772,35,1807,0.93
