O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,K.R.SIVASUBIRAMANIYAN,Desiya Murpokku Dravida Kazhagam,1021,1,1022,0.51
2,THANGAMANI.P,All India Anna Dravida Munnetra Kazhagam,100201,599,100800,49.92
3,M.VENKATACHALAM,Dravida Munnetra Kazhagam,68521,633,69154,34.25
4,K.KAMARAJ,Makkal Needhi Maiam,6107,18,6125,3.03
5,R.KUMARESAN,Manitha Urimaigal Kalaagam,304,0,304,0.15
6,R.KUMAR,Ambedkarite Party of India,55,2,57,0.03
7,SUBRAMANI.S,Communist Party of India (Marxist-Leninist) (Liberation),112,1,113,0.06
8,S.VARUN,Naam Tamilar Katchi,13171,69,13240,6.56
9,V.AMIRTHALINGAM,Independent,118,1,119,0.06
10,OMMSHARRAVANA.S,Independent,7305,37,7342,3.64
11,M.KATHAVARAYAN,Independent,76,0,76,0.04
12,KARTHI,Independent,155,0,155,0.08
13,GOPALAKRISHNAN,Independent,61,2,63,0.03
14,GOWRISANKARAN,Independent,199,1,200,0.1
15,SARAVANAN,Independent,242,0,242,0.12
16,P.SENGODAGOUNDAR,Independent,409,2,411,0.2
17,K.SELLAPPAN,Independent,131,0,131,0.06
18,M.DHANASEKARAN,Independent,252,0,252,0.12
19,B.BALAKRISHNAN,Independent,188,0,188,0.09
20,S.PRABHAKARAN,Independent,37,0,37,0.02
21,S.PONGIYANNAN,Independent,193,1,194,0.1
22,MANIKANDAN,Independent,22,0,22,0.01
23,M.YUVARAJ,Independent,30,0,30,0.01
24,G.RAGAVENDIRAN,Independent,23,0,23,0.01
25,G.RAJUGANESAN,Independent,42,0,42,0.02
26,K.A.VIJAYAN,Independent,35,0,35,0.02
27,A.VENKATACHALAM,Independent,27,0,27,0.01
28,K.VENKATACHALAM,Independent,77,1,78,0.04
29,P.VENKATACHALAM,Independent,100,1,101,0.05
30,NOTA,None of the Above,1337,5,1342,0.66
