O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,LAKSHMANAN R,Dravida Munnetra Kazhagam,100423,1848,102271,49.92
2,SHANMUGAM C Ve,All India Anna Dravida Munnetra Kazhagam,86368,1035,87403,42.66
3,SIVABALAN N,Bahujan Samaj Party,412,3,415,0.2
4,SELVAM J,Naam Tamilar Katchi,6314,61,6375,3.11
5,DASS K,Makkal Needhi Maiam,3207,35,3242,1.58
6,DURAISAMY D,Makkal Munnetra Peravai,318,4,322,0.16
7,DEVANATHAN N,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,118,0,118,0.06
8,BALASUNDARAM R,Amma Makkal Munnettra Kazagam,1684,11,1695,0.83
9,MOHAMED IBRAIM A,Anna Dravidar Kazhagam,32,0,32,0.02
10,VICTOR A S,Desiya Sirupanmayinar Makkal Iyakkam,78,0,78,0.04
11,INIYADAYALAN G,Independent,19,0,19,0.01
12,IYYANAR G,Independent,34,0,34,0.02
13,KUPPAN V,Independent,67,0,67,0.03
14,KUMAR R,Independent,66,0,66,0.03
15,KESAVAN P,Independent,321,0,321,0.16
16,SHANMUGAM A,Independent,491,0,491,0.24
17,SHANMUGAM G,Independent,371,0,371,0.18
18,SHANMUGAM V,Independent,233,0,233,0.11
19,SUBRAMANIAN R,Independent,25,2,27,0.01
20,DAKSHINAMOORTHY SU VA,Independent,47,1,48,0.02
21,NARENDIRAN D,Independent,23,0,23,0.01
22,BALU K,Independent,42,0,42,0.02
23,PRABAKARAN M,Independent,35,0,35,0.02
24,RAMAN K,Independent,78,0,78,0.04
25,JAIAADHE R,Independent,84,0,84,0.04
26,NOTA,None of the Above,960,10,970,0.47
