O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,SIVAKUMAR.V.C.,Bahujan Samaj Party,341,6,347,0.18
2,DEVARAJI.K.,Dravida Munnetra Kazhagam,88237,1253,89490,45.57
3,VEERAMANI.K.C.,All India Anna Dravida Munnetra Kazhagam,87365,1034,88399,45.02
4,KALASTHRI.S.,All India Uzhavargal Uzhaippalargal Katchi,861,9,870,0.44
5,SIVA.A.,Naam Tamilar Katchi,13199,129,13328,6.79
6,THENNARASU SAAMRAJ,Amma Makkal Munnettra Kazagam,614,5,619,0.32
7,KARUNANIDHI.R.,Independent,1057,10,1067,0.54
8,DEVARAJI.R.,Independent,101,2,103,0.05
9,DEVARAJ.V.K.,Independent,80,2,82,0.04
10,MANITHAN,Independent,140,2,142,0.07
11,VEERAMANI.A.,Independent,148,0,148,0.08
12,VEERAMANI.H.,Independent,208,1,209,0.11
13,VEERAMANI.S.,Independent,217,0,217,0.11
14,NOTA,None of the Above,1328,9,1337,0.68
