O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,M.CHINNADURAI,Bahujan Samaj Party,442,2,444,0.26
2,DHARMA THANGAVEL,All India Anna Dravida Munnetra Kazhagam,61918,170,62088,36.13
3,SIVA.V.MEYYANATHAN,Dravida Munnetra Kazhagam,86743,1192,87935,51.17
4,C.THIRUCHELVAM,Naam Tamilar Katchi,15403,74,15477,9.01
5,P.BALAMURUGAN,My India Party,179,1,180,0.1
6,G.MANIMEGALAI,Communist Party of India (Marxist-Leninist) (Liberation),163,2,165,0.1
7,D.VIDANGAR,Amma Makkal Munnettra Kazagam,2899,25,2924,1.7
8,N.VAIRAVAN,Makkal Needhi Maiam,1221,9,1230,0.72
9,C.JAYA,Anaithu Makkal Puratchi Katchi,154,1,155,0.09
10,V.KANNADASAN,Independent,343,0,343,0.2
11,T.VINAYAGAMOORTHY,Independent,199,0,199,0.12
12,NOTA,None of the Above,699,3,702,0.41
