O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,A. Ayyasamy,Bahujan Samaj Party,461,7,468,0.24
2,Premalatha Vijayakant,Desiya Murpokku Dravida Kazhagam,25790,118,25908,13.17
3,Radhakrishnan,Indian National Congress,75892,1172,77064,39.17
4,N. Amutha,Naam Tamilar Katchi,8603,39,8642,4.39
5,B. Arasi,Rashtriya Janata Dal,404,1,405,0.21
6,Karthikeyan. J,Pattali Makkal Katchi,75585,617,76202,38.73
7,R. Kesavaperumal,Tamil Nadu Ilangyar Katchi,887,4,891,0.45
8,Sathiyanathan,Anaithu Makkal Puratchi Katchi,272,1,273,0.14
9,Sivasankar,New Generation People’s Party,178,1,179,0.09
10,R. Parthasarathi,Indiya Jananayaka Katchi,822,19,841,0.43
11,G. Pichamuthu,Desiya Sirupanmayinar Makkal Iyakkam,323,0,323,0.16
12,S. Aruljothi,Independent,86,0,86,0.04
13,M. Anwar Basha,Independent,298,2,300,0.15
14,S. Sadhasivam,Independent,245,1,246,0.13
15,M. Sathiyaseelan,Independent,261,0,261,0.13
16,R. Saravanan,Independent,398,0,398,0.2
17,K.P.Senthilmurugan,Independent,270,0,270,0.14
18,C. Dhanasekar,Independent,268,0,268,0.14
19,Perumal,Independent,485,0,485,0.25
20,S. Mahaveer Chand,Independent,175,0,175,0.09
21,A. Manikandan,Independent,108,1,109,0.06
22,S. Muruganantham,Independent,526,1,527,0.27
23,S. Radhakrishnan,Independent,101,2,103,0.05
24,N. Radhika,Independent,193,1,194,0.1
25,P. Ramasamy,Independent,74,0,74,0.04
26,Ramadoss S,Independent,114,1,115,0.06
27,K. Ravichandiran,Independent,156,0,156,0.08
28,T. Veeramani,Independent,148,0,148,0.08
29,Stalin,Independent,859,3,862,0.44
30,NOTA,None of the Above,757,4,761,0.39
