O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ambethkumar S,Dravida Munnetra Kazhagam,100951,1113,102064,54.88
2,Arjunan M,Bahujan Samaj Party,597,10,607,0.33
3,Suresh S,Makkal Needhi Maiam,1678,14,1692,0.91
4,Durai B,Ganasangam Party of India,360,3,363,0.2
5,Prabavathi G,Naam Tamilar Katchi,9249,35,9284,4.99
6,Murali S,Pattali Makkal Katchi,65617,494,66111,35.55
7,Venkatesan P,Amma Makkal Munnettra Kazagam,1714,14,1728,0.93
8,Manikandan K,Independent,1262,2,1264,0.68
9,Muthuperumal K,Independent,136,3,139,0.07
10,Murali C,Independent,406,1,407,0.22
11,Vignesh S,Independent,540,6,546,0.29
12,NOTA,None of the Above,1759,10,1769,0.95
