O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KAYALVIZHI N,Dravida Munnetra Kazhagam,88471,1515,89986,46.39
2,MURUGAN L,Bharatiya Janata Party,87964,629,88593,45.67
3,RANGASAMY S,Bahujan Samaj Party,638,2,640,0.33
4,KALARANI C,Amma Makkal Munnettra Kazagam,1166,6,1172,0.6
5,CHARLI A,Makkal Needhi Maiam,2114,16,2130,1.1
6,CHIDAMBHARAM V,India Dravida Makkal Munnetra Katchi,123,3,126,0.06
7,MUNIYAPPAN A,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,220,0,220,0.11
8,RANJITHA K,Naam Tamilar Katchi,6691,62,6753,3.48
9,ANANTHI S,Independent,152,5,157,0.08
10,KAYALVIZHI K,Independent,887,5,892,0.46
11,KAYALVIZHI P,Independent,201,1,202,0.1
12,KARTHIKEYAN A,Independent,157,1,158,0.08
13,SELVARAJ V,Independent,233,0,233,0.12
14,MURUGAN A,Independent,824,2,826,0.43
15,NOTA,None of the Above,1881,22,1903,0.98
