O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Ilayaraja S,Bahujan Samaj Party,960,4,964,0.54
2,Kanitha S,All India Anna Dravida Munnetra Kazhagam,78144,564,78708,43.94
3,Siva A,Desiya Murpokku Dravida Kazhagam,3026,28,3054,1.71
4,Anbu Tamilsekaran P,Makkal Needhi Maiam,1927,41,1968,1.1
5,Babu M,Viduthalai Chiruthaigal Katchi,81533,1217,82750,46.2
6,Rajesh R,Naam Tamilar Katchi,9568,85,9653,5.39
7,Amarnath B,Independent,215,1,216,0.12
8,Babu E,Independent,247,16,263,0.15
9,Vinoth M,Independent,402,1,403,0.22
10,NOTA,None of the Above,1127,14,1141,0.64
