O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KRISHNAN A,All India Anna Dravida Munnetra Kazhagam,84177,465,84642,42.8
2,NIRMALA A,National People's Party,701,9,710,0.36
3,MATHIAZHAGAN D,Dravida Munnetra Kazhagam,95852,1404,97256,49.17
4,MURALI M,Bahujan Samaj Party,442,1,443,0.22
5,ARUN GOWTHAM R,Indiya Jananayaka Katchi,337,8,345,0.17
6,AANDI A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,120,1,121,0.06
7,GANESA KUMAR S,Amma Makkal Munnettra Kazagam,1058,6,1064,0.54
8,KARUNAKARAN K,Naam Tamilar Katchi,10019,94,10113,5.11
9,VASANTHARAJ P,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,181,3,184,0.09
10,KALPANA D,Independent,115,4,119,0.06
11,KRISHNAN A,Independent,106,1,107,0.05
12,SANTHAMOORTHI K,Independent,223,0,223,0.11
13,MANJUNATHAN M,Independent,622,1,623,0.31
14,MANI K,Independent,327,0,327,0.17
15,NOTA,None of the Above,1496,11,1507,0.76
