O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam,34801,337,35138,20.27
2,MJS.JAMAL MOHAMED MEERA,Bahujan Samaj Party,1286,9,1295,0.75
3,M.K. STALIN,Dravida Munnetra Kazhagam,104305,1217,105522,60.86
4,ASHOK KUMAR.S,New Generation People’s Party,257,0,257,0.15
5,J.ARUMUGAM,Amma Makkal Munnettra Kazagam,1075,5,1080,0.62
6,ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,0,69,0.04
7,F.CAMILUS SELVA,Naam Tamilar Katchi,11234,45,11279,6.51
8,A.SEETHA,Bahujan Dravida Party,41,0,41,0.02
9,SURESH,Tamil Nadu Ilangyar Katchi,619,1,620,0.36
10,S.SURESHKUMAR,Makkalatchi Katchi,38,5,43,0.02
11,D.SURESHBABU,Desiya Makkal Sakthi Katchi,87,0,87,0.05
12,E.RAJENDRAN,Anna MGR Dravida Makkal Kalgam,25,5,30,0.02
13,M.RAJENDRAN,National Democratic Party of South India,65,0,65,0.04
14,VIVEKRAJ.J,Thamizhaga Munnetra Congress,116,0,116,0.07
15,G.VELMURUGAN,Shiv Sena,130,2,132,0.08
16,A.JAGADISH KUMAR,Makkal Needhi Maiam,13989,87,14076,8.12
17,AGNI SRI RAMACHANDRAN,Independent,680,1,681,0.39
18,L.KATHIRESAN,Independent,118,0,118,0.07
19,SATHIYASEELAN,Independent,86,0,86,0.05
20,V.SURESHKUMAR,Independent,22,0,22,0.01
21,J.SURIYAMUTHU,Independent,109,1,110,0.06
22,M.A.S. SENTHIL KUMAR,Independent,32,1,33,0.02
23,P.SENTHIL KUMAR,Independent,38,0,38,0.02
24,R.SELVAM,Independent,32,1,33,0.02
25,DIVYA,Independent,180,1,181,0.1
26,DEVIKARANI,Independent,37,0,37,0.02
27,AL. NARESH KUMAR,Independent,198,0,198,0.11
28,NIRMALA DEVI,Independent,29,0,29,0.02
29,D.NILAMANI,Independent,44,1,45,0.03
30,K. PANNERSELVAM,Independent,38,2,40,0.02
31,MALARVIZHI,Independent,92,0,92,0.05
32,MIRZA SAFDAR ALI,Independent,97,0,97,0.06
33,RAMA DEVI,Independent,61,0,61,0.04
34,B.VIJAYA KUMAR,Independent,18,0,18,0.01
35,C.JEEVAKUMAR,Independent,52,0,52,0.03
36,P.HARISHKUMAR,Independent,38,0,38,0.02
37,NOTA,None of the Above,1518,11,1529,0.88
