O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S.Arumugam,Indian National Congress,70084,1204,71288,37.87
2,T.M.TAMILSELVAM,All India Anna Dravida Munnetra Kazhagam,98973,702,99675,52.96
3,NAGARAJ,Bahujan Samaj Party,718,4,722,0.38
4,R.Bakyaraj,Desiya Murpokku Dravida Kazhagam,2278,13,2291,1.22
5,Elangovan,Naam Tamilar Katchi,10352,72,10424,5.54
6,S.Perumal,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,205,1,206,0.11
7,K.Murugesan,Makkal Needhi Maiam,1239,15,1254,0.67
8,T.Tamilarasan,Independent,180,1,181,0.1
9,M.Thenmozhi,Independent,103,1,104,0.06
10,R.Manjunathan,Independent,112,2,114,0.06
11,R.Vivekanandhan,Independent,280,3,283,0.15
12,C.Jayaraman,Independent,322,0,322,0.17
13,NOTA,None of the Above,1354,5,1359,0.72
