O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,GUNASEKARAN. S.,All India Anna Dravida Munnetra Kazhagam,70551,275,70826,40.61
2,CHELLAPANDY. P.,Bahujan Samaj Party,311,1,312,0.18
3,SELVARAJ. K.,Dravida Munnetra Kazhagam,74944,591,75535,43.31
4,ARUNKUMAR. G.,Tamil Nadu Ilangyar Katchi,554,0,554,0.32
5,ANUSHA RAVI.,Makkal Needhi Maiam,9914,20,9934,5.7
6,SHANMUGASUNDARAM. K.,Naam Tamilar Katchi,12870,28,12898,7.39
7,DEIVEEGAN. K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,101,0,101,0.06
8,VISHALAKCHI. A.,Amma Makkal Munnettra Kazagam,1751,6,1757,1.01
9,ASLAM. J.,Independent,163,1,164,0.09
10,GANESH. E.,Independent,66,0,66,0.04
11,KADER BASHA. A.,Independent,75,1,76,0.04
12,GUNASEKARAN. I.,Independent,38,0,38,0.02
13,GUNASEKARAN. M.,Independent,80,0,80,0.05
14,SARVALOGA DAYABARAN. M.A.,Independent,147,0,147,0.08
15,SELVARAJ. A.,Independent,68,0,68,0.04
16,SELVAN. K.,Independent,224,0,224,0.13
17,PRAKASH. R.,Independent,264,1,265,0.15
18,MALARVIZHI. G.,Independent,83,0,83,0.05
19,MUTHUSAMY. K.,Independent,121,0,121,0.07
20,VIJAYAKUMAR. A.,Independent,27,0,27,0.02
21,NOTA,None of the Above,1133,9,1142,0.65
