O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,KARTHIKEYAN K,Dravida Munnetra Kazhagam,112998,914,113912,52.96
2,SANTHOSH S A,All India Anna Dravida Munnetra Kazhagam,71921,263,72184,33.56
3,VEERAN S,Bahujan Samaj Party,424,2,426,0.2
4,SHANMUGASUNDARAM K,Makkal Needhi Maiam,637,3,640,0.3
5,SURESH MANIVANNAN R,Naam Tamilar Katchi,12041,25,12066,5.61
6,TAMILVANAN M,My India Party,150,1,151,0.07
7,NARAYANAN A,Anna MGR Dravida Makkal Kalgam,141,1,142,0.07
8,PRABHU S,Amma Makkal Munnettra Kazagam,10367,20,10387,4.83
9,RADHAKRISHNAN K,Makkal Munnetra Peravai,127,2,129,0.06
10,VENKATRAMAN J,Naadaalum Makkal Katchi,149,0,149,0.07
11,KARTHIK G,Independent,129,0,129,0.06
12,GURU K,Independent,267,1,268,0.12
13,CHANDRASEKARAN V,Independent,287,0,287,0.13
14,SANTHOSH M,Independent,308,0,308,0.14
15,MURUGAN K,Independent,1508,0,1508,0.7
16,NOTA,None of the Above,2419,1,2420,1.13
