O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,DURAIMURUGAN,Dravida Munnetra Kazhagam,83243,1897,85140,45.71
2,V RAMU,All India Anna Dravida Munnetra Kazhagam,83675,719,84394,45.31
3,K RAJA,Bahujan Samaj Party,368,6,374,0.2
4,ARUMUGAM K P,Republican Party of India (Athawale),142,2,144,0.08
5,M SUDHARSAN,Indiya Jananayaka Katchi,991,12,1003,0.54
6,S THIRUKKUMARAN,Naam Tamilar Katchi,10325,124,10449,5.61
7,A S RAJA,Amma Makkal Munnettra Kazagam,1059,7,1066,0.57
8,R S SRIDHAR,Anna MGR Dravida Makkal Kalgam,75,3,78,0.04
9,J ANANDHI,Independent,177,16,193,0.1
10,P DHANANJAYAN,Independent,163,3,166,0.09
11,R BASKARAN,Independent,221,3,224,0.12
12,RAMAN,Independent,144,0,144,0.08
13,K RAMU,Independent,99,0,99,0.05
14,D RAMU,Independent,332,0,332,0.18
15,V VINAYAGAM,Independent,548,3,551,0.3
16,NOTA,None of the Above,1852,37,1889,1.01
