O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"Kumar,K.",Bahujan Samaj Party,456,3,459,0.24
2,"Thennarasu,K.",Indian National Congress,73788,1210,74998,38.59
3,"Radhakrishnan,K.",All India Anna Dravida Munnetra Kazhagam,95953,940,96893,49.85
4,"Krishnan,T.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,680,3,683,0.35
5,"Nachammal,K.",Anaithu Makkal Arasiyal Katchi,175,2,177,0.09
6,"Palanisamy,R.",Amma Makkal Munnettra Kazagam,1038,5,1043,0.54
7,"Babu Ranjendra Prasad,A.",Naam Tamilar Katchi,8540,52,8592,4.42
8,"Srinithi,V.",Makkal Needhi Maiam,8107,56,8163,4.2
9,"Ashokkumar,S.",Independent,70,0,70,0.04
10,"Arumugam,P.",Independent,182,2,184,0.09
11,"Umar Ali,D.",Independent,217,7,224,0.12
12,"Elsy,C.",Independent,124,2,126,0.06
13,"Karthikeyan,S.",Independent,180,1,181,0.09
14,"Dhivya,D.",Independent,785,2,787,0.4
15,"Rajini,K.",Independent,300,0,300,0.15
16,NOTA,None of the Above,1469,9,1478,0.76
