O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,Gandhi M.R.,Bharatiya Janata Party,87805,999,88804,48.21
2,Suresh Rajan N.,Dravida Munnetra Kazhagam,75387,1748,77135,41.88
3,Ammu Anto I.,Amma Makkal Munnettra Kazagam,1079,15,1094,0.59
4,Satheesh Kumar D.,Anaithu Makkal Arasiyal Katchi,70,0,70,0.04
5,Sunil Kumar S.,Anaithu Makkal Puratchi Katchi,314,1,315,0.17
6,Maria Jacob Stani Raja S.,Makkal Needhi Maiam,4007,30,4037,2.19
7,Vijayaragavan,Naam Tamilar Katchi,10666,87,10753,5.84
8,Usha P.,Independent,132,2,134,0.07
9,Kannan M.,Independent,102,1,103,0.06
10,Gandhi L.,Independent,73,0,73,0.04
11,Gandhi Raj C.,Independent,182,1,183,0.1
12,Bala Sivanesan J.,Independent,238,4,242,0.13
13,Pravin Raj P.,Independent,97,0,97,0.05
14,Mahizhchi P.,Independent,80,1,81,0.04
15,Rathinam A.T.,Independent,133,1,134,0.07
16,NOTA,None of the Above,919,11,930,0.5
