O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,N.Ramakrishnan,Dravida Munnetra Kazhagam,102652,2148,104800,51.81
2,Syedukhan.S.P.M,All India Anna Dravida Munnetra Kazhagam,61978,409,62387,30.84
3,Anish Fathima. A,Naam Tamilar Katchi,12123,224,12347,6.1
4,KATHIRAVAN.S,New Generation People’s Party,232,4,236,0.12
5,Suresh.P,Amma Makkal Munnettra Kazagam,14399,137,14536,7.19
6,Pandi Selvam.R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,148,3,151,0.07
7,RADHAKRISHNAN.K,Anaithu Makkal Puratchi Katchi,121,1,122,0.06
8,Lal Bahdur Sasthri.V,My India Party,116,4,120,0.06
9,Venkidesh.N,Makkal Needhi Maiam,4582,65,4647,2.3
10,SARAVANAN.S.R,Independent,320,1,321,0.16
11,THAVIDHU RAJA. A,Independent,99,2,101,0.05
12,Prakash.P,Independent,152,3,155,0.08
13,MARIMUTHU.G,Independent,105,1,106,0.05
14,MUTHUSELVAM.G,Independent,134,2,136,0.07
15,MUTHU MUNEESWARAN.M,Independent,450,1,451,0.22
16,NOTA,None of the Above,1625,34,1659,0.82
