O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,J.BENJAMIN KIRUBAKARAN,Bahujan Samaj Party,465,2,467,0.26
2,C MAHENDRAN,All India Anna Dravida Munnetra Kazhagam,83634,679,84313,46.35
3,R.JAYARAMAKRISHNAN,Dravida Munnetra Kazhagam,76885,990,77875,42.81
4,K KUMARESAN,Makkal Needhi Maiam,2877,17,2894,1.59
5,K SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,105,0,105,0.06
6,C.SHANMUGAVELU,Amma Makkal Munnettra Kazagam,6467,48,6515,3.58
7,U SANUJA,Naam Tamilar Katchi,6200,45,6245,3.43
8,M SHANMUGAVEL,Independent,130,0,130,0.07
9,P SUBRAMANIAN,Independent,83,0,83,0.05
10,P THANGARAJ,Independent,86,2,88,0.05
11,K.MAHALINGAM,Independent,136,5,141,0.08
12,K MAHENDRAKUMAR,Independent,609,2,611,0.34
13,P MAHENDRAN,Independent,171,1,172,0.09
14,K MANICKASAMY,Independent,503,0,503,0.28
15,G RAMAKRISHNAN,Independent,711,1,712,0.39
16,NOTA,None of the Above,1042,6,1048,0.58
