O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,S. Gunasekaran,Communist Party of India,69101,1799,70900,35.09
2,PR. Senthilnathan,All India Anna Dravida Munnetra Kazhagam,81267,886,82153,40.66
3,K. Anbarasan,Amma Makkal Munnettra Kazagam,19631,193,19824,9.81
4,N. Pandimuthu,My India Party,369,4,373,0.18
5,R. Mallika,Naam Tamilar Katchi,22301,199,22500,11.14
6,Vadivel. C,Anaithu Makkal Puratchi Katchi,239,2,241,0.12
7,Joseph. C,Makkal Needhi Maiam,2076,29,2105,1.04
8,K. Kalaiselvam,Independent,120,3,123,0.06
9,C. Kaningprabhu,Independent,109,3,112,0.06
10,R. Gunasekaran,Independent,145,10,155,0.08
11,M. Thirukumaran,Independent,124,3,127,0.06
12,Dr. A. Parthasarathy,Independent,342,3,345,0.17
13,M. Ravi,Independent,175,0,175,0.09
14,Vimalraj,Independent,307,2,309,0.15
15,P. Viswanathan,Independent,1318,14,1332,0.66
16,NOTA,None of the Above,1258,12,1270,0.63
