O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,"RAGHURAMAN, A.R.R.",Dravida Munnetra Kazhagam,72949,1225,74174,38.68
2,"RAVICHANDHRAN, R.K.",All India Anna Dravida Munnetra Kazhagam,62701,294,62995,32.85
3,"ANGUSAMY, S.",Anaithu Makkal Puratchi Katchi,411,3,414,0.22
4,"SUBBURAMAN, P.",All India MGR Makkal Munnetra Kazhagam,153,3,156,0.08
5,"PALANICHAMY, P.",Bahujan Dravida Party,96,1,97,0.05
6,"PANDI, K.",Naam Tamilar Katchi,12478,148,12626,6.58
7,"BHARATHI, M.",Indiya Jananayaka Katchi,1722,29,1751,0.91
8,"MARIKANNAN, G.",Puthiya Tamilagam,1584,15,1599,0.83
9,"RAJAVARMAN, M.S.R.",Amma Makkal Munnettra Kazagam,32693,223,32916,17.16
10,"RAJKUMAR, R.",My India Party,186,2,188,0.1
11,"JEYAGANESH, K.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,166,0,166,0.09
12,"ANTHONYRAJ, A.",Independent,57,0,57,0.03
13,"KARUTHAPANDIAN, S.",Independent,136,0,136,0.07
14,"GURUSAMY, P.",Independent,94,0,94,0.05
15,"SARAVANAKUMAR, M.",Independent,634,1,635,0.33
16,"SUBRAMANIAN, S.",Independent,551,0,551,0.29
17,"SENTHUR PANDIAN, R.",Independent,405,1,406,0.21
18,"CHELLAPANDIAN, P.",Independent,368,1,369,0.19
19,"DHAMODHARAN, S.",Independent,118,1,119,0.06
20,"BALA SUBRAMANIAN, R.",Independent,61,1,62,0.03
21,"BALAMURUGAN, K.",Independent,156,1,157,0.08
22,"PRABAKARAN, J.",Independent,60,0,60,0.03
23,"MAHESKUMAR, M",Independent,41,0,41,0.02
24,"MANOHARAN, V.",Independent,51,0,51,0.03
25,"MARIAPPAN, M.",Independent,123,1,124,0.06
26,"RAGU, B.",Independent,331,1,332,0.17
27,"RAMESH, A.",Independent,210,0,210,0.11
28,NOTA,None of the Above,1280,17,1297,0.68
